VideoFolderName,463,464,465,467,468,469,471,472,473,474,476,477,478,479,481,482,483,484,485,486,487,1000,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1048,1049,1050,1051,1052,1053,1054,1055,1056,1057,1058,1059,1060,1061,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1076,1077,1078,1079,1080
vehicle_1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vehicle_1022,0.754578412,0.826429089,0,0.727758646,0,0.649034162,0.847069383,0.7916933,0.700859487,0,0,0,0.568774402,0,0.830164611,0.793672621,0.768087864,0,0.793365479,0.713107288,0.64345336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764520824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vehicle_1024,0.712583125,0.797328194,0,0.776899338,0,0.708543658,0.793472528,0.798592091,0.770783544,0.76015842,0.715156406,0,0,0,0.840416789,0.710946719,0,0.684101701,0.623277396,0,0.607227683,0,0,0,0.657049805,0,0,0.705677172,0,0,0.723300636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695743084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vehicle_1026,0.65188688,0.837576965,0,0.697688341,0,0.692248493,0.774036258,0.753652722,0.703830808,0.762007296,0.708233913,0,0.715152323,0.780447006,0,0,0,0.750639141,0,0,0.802800238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726390779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781327724
vehicle_1028,0.554398894,0.578099966,0,0.534118235,0,0,0.829845846,0.575495183,0,0,0,0,0,0,0,0,0,0,0.518558621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707847655,0,0,0,0,0.676147938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604889154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586932153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vehicle_1030,0.734735727,0.801240444,0.630527198,0.504147649,0.784127861,0.689289987,0.644037604,0.590755224,0.77665782,0,0.790401181,0,0.739455819,0.724366546,0,0,0.720188936,0.705533504,0,0.640247107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641979516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796441317,0.515578568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vehicle_1057,0,0.78562969,0,0.647728026,0.766803473,0,0.601701816,0,0.701160073,0,0.791464011,0.717511793,0,0,0.773643096,0.735900303,0.772542099,0,0,0,0.593401492,0,0,0,0,0,0,0,0.71714884,0,0.788488954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727312406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vehicle_1059,0,0.805208445,0.78579843,0,0.721098304,0,0.743707716,0,0.749067396,0.79969725,0.744913677,0,0.744224687,0,0,0.747436106,0.830862314,0.753106455,0,0,0.605932444,0,0,0,0,0,0.702163319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669501603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vehicle_1061,0,0.792915682,0.730575293,0,0.796668609,0,0.799705714,0,0.776074231,0,0.736244112,0.781156937,0,0.736579865,0,0,0,0,0,0,0.804748207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708881179,0,0,0,0,0,0.740881364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
